Province,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Punjab,Wah Cantonment,2023-11-01,325.5,311.42,71.98,158.65,138.31,45.3,4.99,43.55,145.81,15.4,37.16,11.81,361,Hazardous,6.2,54.4,0.324,2.21,140.92,630.2
Punjab,Wah Cantonment,2023-12-01,210.15,551.08,118.34,98.03,198.38,80.0,9.79,96.94,150.82,10.63,17.54,14.93,260,Very Unhealthy,4.8,78.2,0.376,4.23,139.22,627.8
Punjab,Wah Cantonment,2024-01-01,174.91,358.04,72.9,120.3,107.48,80.0,5.68,50.51,117.81,17.6,37.52,8.45,225,Very Unhealthy,5.9,60.0,0.531,5.02,142.66,641.7
Punjab,Wah Cantonment,2024-02-01,190.07,358.87,68.09,72.51,87.97,33.56,3.32,27.31,73.35,10.2,10.55,3.52,240,Very Unhealthy,9.2,51.8,0.463,3.81,144.2,633.4
Punjab,Wah Cantonment,2024-03-01,146.5,201.98,48.8,85.78,89.37,25.54,3.99,28.76,88.34,8.04,5.65,5.33,198,Unhealthy,8.7,52.7,0.542,4.35,144.53,639.5
Punjab,Wah Cantonment,2024-04-01,118.77,205.27,21.43,80.9,64.75,30.54,3.69,38.94,58.88,2.12,13.72,6.9,184,Unhealthy,10.4,37.0,0.432,4.15,142.22,642.2
Punjab,Wah Cantonment,2024-05-01,132.63,210.17,29.7,50.82,79.91,17.59,1.86,39.62,71.82,2.37,5.83,0.9,191,Unhealthy,9.3,36.9,0.435,5.23,141.15,642.0
Punjab,Wah Cantonment,2024-06-01,136.14,245.78,42.72,56.35,87.82,31.8,2.37,29.24,78.27,6.58,16.18,4.55,193,Unhealthy,10.4,39.8,0.386,3.55,143.38,640.9
Punjab,Wah Cantonment,2024-07-01,93.95,173.74,36.91,57.58,39.91,20.91,2.91,27.1,40.73,4.79,13.75,1.67,171,Unhealthy,16.5,67.8,0.406,4.71,144.54,639.0
Punjab,Wah Cantonment,2024-08-01,41.27,170.57,31.1,31.46,42.98,29.74,3.36,17.74,35.98,5.02,15.52,4.01,115,Unhealthy for Sensitive Groups,9.1,74.2,0.472,5.2,144.41,640.1
Punjab,Wah Cantonment,2024-09-01,112.74,225.64,21.16,54.93,56.01,21.53,3.56,38.35,40.02,5.07,16.12,3.75,181,Unhealthy,10.0,61.1,0.472,5.85,143.85,639.3
Punjab,Wah Cantonment,2024-10-01,92.29,170.17,39.66,92.7,87.63,41.93,3.12,31.37,62.91,10.96,19.42,9.41,170,Unhealthy,7.4,52.5,0.469,6.2,143.64,640.2
Punjab,Wah Cantonment,2024-11-01,425.08,398.85,144.12,180.0,183.48,80.0,4.74,52.49,149.22,23.74,23.19,2.75,440,Hazardous,2.9,53.1,0.498,4.81,136.14,645.8
Punjab,Wah Cantonment,2024-12-01,442.43,498.79,109.94,180.0,200.0,80.0,8.05,100.0,169.97,19.4,38.03,4.4,454,Hazardous,3.8,73.1,0.449,4.93,143.59,642.7
Punjab,Wah Cantonment,2025-01-01,249.78,574.41,81.55,114.89,97.64,80.0,7.88,31.55,107.03,10.65,38.45,8.08,299,Very Unhealthy,6.3,55.3,0.464,4.59,141.99,658.2
Punjab,Wah Cantonment,2025-02-01,97.38,369.65,64.79,115.53,71.58,26.11,3.3,38.04,72.31,8.35,19.8,3.88,173,Unhealthy,5.8,65.0,0.448,5.6,144.24,651.1
Punjab,Wah Cantonment,2025-03-01,154.33,194.29,31.06,51.34,71.9,40.18,2.02,41.49,67.99,3.82,8.48,6.83,205,Very Unhealthy,9.8,40.0,0.47,5.44,145.97,654.2
Punjab,Wah Cantonment,2025-04-01,97.68,202.98,27.31,67.98,92.47,23.25,2.76,14.71,65.87,8.38,5.49,1.28,173,Unhealthy,8.7,41.7,0.492,5.47,147.7,655.4
Punjab,Wah Cantonment,2025-05-01,61.88,140.37,41.7,49.87,86.84,18.46,3.96,41.2,34.04,2.15,5.87,5.02,154,Unhealthy,10.8,29.8,0.49,4.59,145.67,649.7
Punjab,Wah Cantonment,2025-06-01,127.65,205.64,20.1,65.77,36.45,16.73,3.48,30.75,54.27,6.94,11.83,4.51,188,Unhealthy,11.0,48.0,0.408,5.09,147.05,652.4
Punjab,Wah Cantonment,2025-07-01,90.5,179.61,16.94,38.78,63.48,17.64,2.48,32.8,35.5,6.42,14.55,2.44,169,Unhealthy,12.5,81.7,0.442,5.11,143.76,651.6
Punjab,Wah Cantonment,2025-08-01,44.62,130.23,22.69,52.18,42.32,18.8,1.5,21.84,24.65,6.5,8.37,5.28,123,Unhealthy for Sensitive Groups,8.5,74.3,0.393,6.26,142.62,654.9
Punjab,Wah Cantonment,2025-09-01,129.99,240.03,44.79,56.12,39.83,24.45,1.33,28.21,57.53,4.47,4.05,1.05,189,Unhealthy,5.0,67.3,0.377,5.71,146.57,657.2
Punjab,Wah Cantonment,2025-10-01,124.06,159.94,47.39,45.31,47.54,48.15,5.16,30.48,53.53,7.27,21.06,2.95,186,Unhealthy,6.4,48.5,0.441,6.72,149.67,655.8
Punjab,Wah Cantonment,2025-11-01,167.17,405.96,126.62,180.0,200.0,44.85,4.53,65.62,174.18,16.62,31.34,11.21,218,Very Unhealthy,9.8,65.1,0.346,5.88,145.53,653.3
Punjab,Wah Cantonment,2025-12-01,343.16,508.49,92.59,164.07,200.0,80.0,10.03,100.0,193.26,11.45,18.66,14.63,375,Hazardous,3.9,57.2,0.543,5.02,144.33,652.4
Sindh,Badin,2014-01-01,105.42,193.25,65.1,52.68,94.39,30.56,2.5,19.52,82.07,6.74,27.37,6.51,177,Unhealthy,6.5,70.6,0.381,4.6,87.25,337.5
Sindh,Badin,2014-02-01,84.14,221.91,56.48,35.85,109.03,29.11,3.79,44.29,72.46,5.94,23.34,4.74,166,Unhealthy,11.6,59.2,0.392,2.42,86.62,340.3
Sindh,Badin,2014-03-01,116.78,150.91,15.42,41.29,80.84,24.64,3.74,12.64,59.24,2.26,12.16,4.65,183,Unhealthy,7.0,78.0,0.387,4.39,83.48,339.6
Sindh,Badin,2014-04-01,60.86,153.32,15.99,49.41,69.73,14.17,2.22,9.84,26.98,3.38,7.49,2.01,154,Unhealthy,9.8,46.7,0.393,3.15,87.52,340.0
Sindh,Badin,2014-05-01,42.9,124.2,31.7,50.12,68.8,9.65,2.98,18.78,46.78,1.77,13.27,2.82,119,Unhealthy for Sensitive Groups,7.8,63.4,0.442,4.57,83.55,339.5
Sindh,Badin,2014-06-01,50.96,155.09,21.93,26.12,58.93,28.18,0.89,35.23,49.37,1.57,15.54,1.89,139,Unhealthy for Sensitive Groups,7.2,73.7,0.342,3.58,81.72,339.7
Sindh,Badin,2014-07-01,74.82,110.03,23.42,21.65,56.64,25.24,2.32,12.96,33.62,5.98,13.23,1.94,161,Unhealthy,9.3,84.9,0.415,4.23,84.62,337.5
Sindh,Badin,2014-08-01,54.02,81.95,12.82,18.58,42.08,10.01,2.06,20.57,43.55,0.71,5.62,0.95,147,Unhealthy for Sensitive Groups,15.0,98.2,0.401,3.18,85.21,342.1
Sindh,Badin,2014-09-01,63.36,95.11,30.53,37.01,48.87,13.55,1.88,18.32,49.94,5.37,4.2,1.02,155,Unhealthy,11.3,89.2,0.405,5.16,86.66,340.4
Sindh,Badin,2014-10-01,54.75,184.35,47.35,67.16,70.98,24.48,2.54,34.24,83.98,4.19,6.82,3.49,148,Unhealthy for Sensitive Groups,5.9,75.9,0.407,3.23,85.84,336.5
Sindh,Badin,2014-11-01,150.44,210.39,58.78,102.88,127.51,21.27,3.28,48.36,64.34,6.58,5.77,7.34,201,Very Unhealthy,2.8,70.3,0.343,4.67,83.64,338.3
Sindh,Badin,2014-12-01,125.28,326.17,56.45,109.96,75.63,43.78,4.26,39.91,118.04,4.63,25.27,3.18,187,Unhealthy,3.5,85.6,0.406,3.76,83.33,338.4
Sindh,Badin,2015-01-01,113.04,171.63,36.68,65.54,121.23,26.17,4.67,20.15,110.43,2.64,18.94,7.1,181,Unhealthy,2.3,75.1,0.438,2.16,87.24,345.1
Sindh,Badin,2015-02-01,85.0,161.57,46.63,78.83,109.05,11.96,1.27,18.67,98.8,2.57,23.56,2.56,166,Unhealthy,5.5,60.2,0.293,5.31,89.57,349.3
Sindh,Badin,2015-03-01,50.76,138.07,22.68,30.22,36.75,13.07,2.29,28.39,69.76,1.35,10.51,4.05,139,Unhealthy for Sensitive Groups,3.5,53.7,0.393,2.59,90.57,343.8
Sindh,Badin,2015-04-01,47.04,168.9,16.21,52.03,37.21,22.78,3.29,17.25,45.56,4.87,9.32,4.74,129,Unhealthy for Sensitive Groups,14.6,52.6,0.366,4.97,87.97,343.7
Sindh,Badin,2015-05-01,80.01,159.11,22.47,62.3,40.36,25.65,2.28,15.06,39.57,2.45,9.4,1.95,164,Unhealthy,12.6,59.3,0.367,4.44,90.75,346.9
Sindh,Badin,2015-06-01,78.04,85.27,15.64,42.72,33.62,10.12,2.31,28.52,51.17,3.73,7.44,0.67,163,Unhealthy,11.0,67.7,0.361,4.41,86.29,345.7
Sindh,Badin,2015-07-01,57.17,88.9,21.47,39.94,63.87,20.65,2.79,25.99,47.21,2.43,5.55,2.46,152,Unhealthy,17.5,71.2,0.388,3.5,86.4,345.8
Sindh,Badin,2015-08-01,77.56,82.92,23.34,25.33,18.42,12.75,2.11,20.22,31.87,3.47,7.07,1.18,162,Unhealthy,10.6,91.2,0.435,3.92,86.3,347.0
Sindh,Badin,2015-09-01,56.24,132.36,29.46,39.36,67.35,23.1,2.29,7.84,40.51,4.01,8.0,1.21,151,Unhealthy,5.7,71.7,0.416,3.9,86.01,347.5
Sindh,Badin,2015-10-01,86.68,154.93,22.95,35.15,55.69,37.15,2.0,21.3,64.01,3.5,15.96,4.17,167,Unhealthy,4.0,78.9,0.419,4.88,88.26,345.9
Sindh,Badin,2015-11-01,137.81,278.36,56.38,78.98,93.99,49.85,4.13,21.94,112.55,4.75,28.69,7.75,194,Unhealthy,2.9,68.3,0.457,3.78,87.3,346.9
Sindh,Badin,2015-12-01,106.42,231.63,61.78,109.66,123.4,25.59,3.97,48.74,119.82,3.98,8.5,5.02,177,Unhealthy,3.8,89.7,0.406,3.74,85.9,341.8
Sindh,Badin,2016-01-01,80.18,140.74,35.42,99.14,70.72,24.32,3.84,20.25,51.85,2.37,6.14,2.68,164,Unhealthy,3.2,65.7,0.402,3.4,88.01,350.8
Sindh,Badin,2016-02-01,125.08,158.48,23.01,76.81,51.22,37.76,1.98,28.65,65.78,4.02,12.8,4.76,187,Unhealthy,7.5,66.2,0.365,3.54,92.33,355.5
Sindh,Badin,2016-03-01,61.05,150.94,31.2,49.95,87.5,32.73,3.42,27.77,42.14,4.42,4.39,2.46,154,Unhealthy,6.3,59.2,0.496,3.04,90.43,353.9
Sindh,Badin,2016-04-01,49.46,147.65,15.46,57.06,30.26,16.08,1.24,13.93,48.86,4.79,10.83,2.65,135,Unhealthy for Sensitive Groups,10.7,48.6,0.476,5.74,90.45,352.6
Sindh,Badin,2016-05-01,122.04,152.83,18.53,50.48,65.08,24.4,3.58,40.04,29.73,4.82,10.38,4.32,185,Unhealthy,9.3,41.1,0.424,4.08,88.82,350.8
Sindh,Badin,2016-06-01,77.6,92.21,26.23,38.86,41.62,13.53,2.14,8.87,40.96,2.42,8.38,1.14,162,Unhealthy,17.6,57.5,0.425,3.43,91.71,353.4
Sindh,Badin,2016-07-01,55.84,148.38,19.61,34.53,40.43,9.38,1.43,16.31,39.83,4.88,13.85,1.98,151,Unhealthy,5.3,86.9,0.3,3.42,90.58,350.2
Sindh,Badin,2016-08-01,86.53,90.54,35.72,47.03,56.07,19.45,0.78,20.13,29.01,1.21,6.34,2.36,167,Unhealthy,10.9,100.0,0.431,3.53,91.33,355.0
Sindh,Badin,2016-09-01,81.05,108.51,36.42,38.62,28.71,21.21,3.05,12.69,43.26,6.23,14.31,0.71,164,Unhealthy,4.3,73.6,0.354,4.38,91.05,353.5
Sindh,Badin,2016-10-01,62.46,202.9,50.94,37.58,73.18,30.28,3.28,19.67,54.36,7.76,9.29,3.23,155,Unhealthy,3.9,63.2,0.373,2.71,91.79,352.7
Sindh,Badin,2016-11-01,116.96,171.46,38.16,75.93,130.66,21.0,1.74,38.12,107.54,4.71,15.33,5.03,183,Unhealthy,6.3,76.7,0.453,3.93,91.47,353.8
Sindh,Badin,2016-12-01,163.45,179.9,49.62,48.62,111.16,26.74,6.19,42.13,124.17,5.68,15.63,9.24,214,Very Unhealthy,5.9,87.7,0.384,2.37,88.98,351.0
Sindh,Badin,2017-01-01,145.67,247.48,73.05,98.52,78.0,22.21,5.02,26.54,118.18,6.19,6.55,7.14,198,Unhealthy,7.0,88.7,0.361,3.73,90.77,358.9
Sindh,Badin,2017-02-01,56.48,133.45,54.25,75.59,75.25,44.22,2.39,23.12,56.3,3.7,8.96,2.76,152,Unhealthy,10.1,60.2,0.407,4.01,94.65,358.0
Sindh,Badin,2017-03-01,121.12,212.91,42.0,72.49,37.8,27.34,1.13,17.34,74.55,2.18,15.37,5.37,185,Unhealthy,8.3,78.1,0.384,2.66,94.45,363.4
Sindh,Badin,2017-04-01,50.36,98.89,20.99,45.33,73.35,8.8,1.2,12.91,22.22,4.35,7.19,2.85,138,Unhealthy for Sensitive Groups,9.0,52.4,0.395,3.73,94.48,361.8
Sindh,Badin,2017-05-01,42.88,125.7,25.43,33.41,77.36,13.06,1.98,29.04,65.38,5.62,17.28,2.4,119,Unhealthy for Sensitive Groups,12.2,53.6,0.415,4.47,93.24,359.1
Sindh,Badin,2017-06-01,110.16,143.7,38.1,43.77,57.18,11.89,1.4,24.1,39.93,6.74,3.94,2.74,179,Unhealthy,16.9,56.2,0.478,5.11,93.05,359.9
Sindh,Badin,2017-07-01,71.96,74.23,33.24,40.91,60.96,7.86,2.02,14.22,27.85,2.48,8.86,3.07,159,Unhealthy,13.7,85.5,0.404,4.34,93.86,361.8
Sindh,Badin,2017-08-01,69.3,141.36,17.37,41.65,24.89,16.14,1.06,13.95,49.03,5.54,6.08,3.89,158,Unhealthy,5.2,89.9,0.397,3.13,92.18,358.1
Sindh,Badin,2017-09-01,84.73,136.09,14.59,38.94,56.42,16.95,0.92,26.77,47.47,5.61,8.68,2.94,166,Unhealthy,10.4,90.3,0.385,4.91,93.76,356.6
Sindh,Badin,2017-10-01,104.34,124.58,49.74,57.24,73.06,26.47,1.77,35.08,52.13,5.09,18.05,1.88,176,Unhealthy,7.2,72.3,0.431,3.41,91.05,358.0
Sindh,Badin,2017-11-01,84.65,318.96,35.41,87.89,51.79,35.28,3.66,18.45,74.47,6.3,12.52,3.26,166,Unhealthy,5.2,65.9,0.419,1.74,93.82,360.1
Sindh,Badin,2017-12-01,184.42,321.15,21.89,101.06,146.84,22.18,3.04,20.08,104.54,5.88,24.41,7.46,235,Very Unhealthy,3.6,70.0,0.356,3.81,92.55,358.0
Sindh,Badin,2018-01-01,143.99,224.22,48.01,79.04,49.46,26.74,1.73,30.28,56.76,11.57,14.63,5.31,197,Unhealthy,1.4,84.1,0.345,3.65,95.67,368.6
Sindh,Badin,2018-02-01,162.96,268.22,54.01,51.31,81.04,35.31,5.0,37.59,81.03,5.65,12.22,6.93,213,Very Unhealthy,5.2,80.9,0.412,3.25,97.51,366.0
Sindh,Badin,2018-03-01,91.1,170.05,24.89,66.35,76.47,14.55,3.01,18.08,74.52,3.44,15.34,2.84,169,Unhealthy,4.4,69.7,0.385,4.49,93.69,369.1
Sindh,Badin,2018-04-01,45.01,160.11,37.27,45.46,41.56,23.16,2.02,28.92,63.18,7.42,11.0,1.83,124,Unhealthy for Sensitive Groups,12.6,66.6,0.455,3.57,92.21,366.2
Sindh,Badin,2018-05-01,77.84,109.02,33.54,36.07,38.37,27.66,2.34,36.69,68.96,2.35,4.33,5.53,163,Unhealthy,10.3,45.2,0.434,2.99,92.86,367.3
Sindh,Badin,2018-06-01,49.63,143.61,26.71,44.57,27.57,13.3,1.3,12.58,50.01,2.49,12.18,4.09,136,Unhealthy for Sensitive Groups,8.1,60.8,0.39,5.21,95.19,364.5
Sindh,Badin,2018-07-01,35.2,63.5,28.86,36.77,32.11,9.92,1.24,16.77,40.16,4.47,6.9,3.29,100,Moderate,9.6,94.0,0.383,5.5,98.84,369.3
Sindh,Badin,2018-08-01,57.39,121.27,31.05,38.78,52.61,9.22,0.58,19.64,39.79,4.1,10.24,2.93,152,Unhealthy,9.3,76.8,0.391,4.97,96.04,367.2
Sindh,Badin,2018-09-01,47.04,159.01,20.94,36.17,71.34,16.26,1.31,6.7,58.72,1.58,6.97,0.92,129,Unhealthy for Sensitive Groups,8.7,66.6,0.346,4.89,94.15,365.5
Sindh,Badin,2018-10-01,113.56,172.24,29.5,52.59,43.64,12.36,2.67,37.81,64.25,8.31,21.62,5.66,181,Unhealthy,8.1,72.2,0.388,4.96,94.32,367.5
Sindh,Badin,2018-11-01,129.49,185.48,61.03,71.6,76.54,30.5,1.74,41.2,102.22,6.05,18.33,9.15,189,Unhealthy,3.9,66.0,0.424,4.5,95.53,367.7
Sindh,Badin,2018-12-01,207.54,279.67,78.2,94.74,99.83,45.56,2.54,22.86,129.47,3.79,12.23,7.25,258,Very Unhealthy,2.3,96.7,0.358,4.73,98.29,363.9
Sindh,Badin,2019-01-01,122.61,226.64,36.36,86.0,97.35,37.29,3.09,53.06,84.47,11.13,26.09,7.37,186,Unhealthy,5.3,77.1,0.492,5.04,98.56,374.3
Sindh,Badin,2019-02-01,145.71,146.49,57.02,49.07,64.97,27.13,2.25,34.61,100.93,7.11,19.6,4.45,198,Unhealthy,2.3,76.5,0.422,4.11,97.38,372.6
Sindh,Badin,2019-03-01,50.99,90.08,32.05,33.28,71.4,16.78,3.8,32.08,42.63,8.07,18.29,3.27,139,Unhealthy for Sensitive Groups,6.2,75.5,0.371,4.33,96.38,370.5
Sindh,Badin,2019-04-01,101.85,141.47,38.08,29.45,46.18,24.89,2.49,11.2,47.86,5.98,15.07,2.02,175,Unhealthy,12.4,66.6,0.47,3.91,99.04,374.9
Sindh,Badin,2019-05-01,64.87,177.66,31.74,27.54,76.97,30.87,1.47,13.69,51.53,7.23,8.04,3.21,156,Unhealthy,7.7,46.0,0.416,2.3,97.47,373.3
Sindh,Badin,2019-06-01,62.87,172.3,19.05,48.23,47.86,10.09,2.05,36.87,33.32,2.14,6.18,1.38,155,Unhealthy,13.8,66.5,0.511,4.09,98.4,371.1
Sindh,Badin,2019-07-01,75.9,161.3,26.86,57.7,43.42,27.98,2.35,18.37,66.97,1.55,15.15,4.07,162,Unhealthy,14.8,89.4,0.362,3.96,99.3,374.2
Sindh,Badin,2019-08-01,72.56,72.5,19.11,32.48,58.55,23.16,1.7,7.74,32.37,1.02,7.91,2.82,160,Unhealthy,12.8,83.2,0.418,4.28,97.52,375.5
Sindh,Badin,2019-09-01,48.7,80.96,32.77,53.75,47.0,17.63,2.95,7.96,31.34,2.09,5.68,4.08,134,Unhealthy for Sensitive Groups,11.3,70.2,0.375,5.58,95.66,372.5
Sindh,Badin,2019-10-01,68.27,157.86,45.23,47.48,54.99,37.55,4.26,27.53,41.22,5.58,20.83,5.39,158,Unhealthy,8.1,66.2,0.371,4.26,97.32,370.6
Sindh,Badin,2019-11-01,117.97,218.11,48.27,74.67,73.68,22.64,3.08,25.21,67.29,3.08,29.12,6.34,183,Unhealthy,3.0,72.0,0.499,3.95,99.06,373.3
Sindh,Badin,2019-12-01,209.17,244.01,41.72,117.02,106.95,32.79,2.65,25.25,95.91,6.14,15.62,7.81,259,Very Unhealthy,2.4,69.3,0.423,5.75,98.16,374.0
Sindh,Badin,2020-01-01,173.09,327.18,69.73,95.99,51.71,48.54,2.88,44.37,68.37,9.34,21.13,2.96,223,Very Unhealthy,5.7,67.6,0.357,4.93,101.22,384.4
Sindh,Badin,2020-02-01,100.11,226.22,25.1,40.27,83.14,31.9,4.36,40.11,67.77,4.68,13.69,4.75,174,Unhealthy,5.3,71.5,0.358,3.39,98.64,380.9
Sindh,Badin,2020-03-01,84.69,100.24,38.2,56.98,56.24,7.95,1.81,13.21,48.15,2.49,12.31,2.54,166,Unhealthy,4.8,70.5,0.455,2.4,101.2,379.9
Sindh,Badin,2020-04-01,45.78,80.33,25.16,30.48,34.81,5.96,1.46,9.21,22.5,1.95,6.34,2.27,126,Unhealthy for Sensitive Groups,5.7,42.0,0.417,4.21,98.84,380.8
Sindh,Badin,2020-05-01,62.48,98.73,22.0,29.9,20.94,13.88,2.46,14.9,24.69,1.48,4.23,2.84,155,Unhealthy,8.1,41.8,0.427,3.4,101.83,379.2
Sindh,Badin,2020-06-01,55.0,80.56,14.11,43.9,52.26,11.59,0.86,28.09,30.48,5.67,16.14,1.7,149,Unhealthy for Sensitive Groups,16.5,57.7,0.387,3.97,102.68,380.0
Sindh,Badin,2020-07-01,47.3,177.49,29.05,48.96,72.1,26.43,2.81,15.13,38.28,4.78,4.85,0.94,130,Unhealthy for Sensitive Groups,14.0,87.7,0.32,3.78,98.87,380.4
Sindh,Badin,2020-08-01,35.98,97.54,33.58,40.43,27.08,24.74,1.12,20.4,48.08,4.33,14.4,1.35,102,Unhealthy for Sensitive Groups,6.7,98.3,0.436,1.71,99.49,380.9
Sindh,Badin,2020-09-01,97.86,107.06,27.01,39.44,51.82,12.42,2.61,33.43,49.6,5.7,7.54,0.91,173,Unhealthy,8.0,81.3,0.368,2.84,100.18,381.8
Sindh,Badin,2020-10-01,79.97,162.34,25.35,57.18,52.47,15.83,3.26,10.75,43.32,5.99,21.07,4.1,164,Unhealthy,3.8,69.8,0.431,3.29,98.9,378.9
Sindh,Badin,2020-11-01,122.19,329.61,67.93,76.71,80.5,55.3,2.51,24.36,125.72,5.49,20.56,5.71,185,Unhealthy,4.9,79.2,0.423,3.27,101.91,380.0
Sindh,Badin,2020-12-01,133.14,200.89,53.92,116.08,113.93,46.38,2.5,68.28,124.97,5.74,30.83,8.62,191,Unhealthy,4.5,80.7,0.361,4.53,100.22,379.8
Sindh,Badin,2021-01-01,169.87,324.38,25.32,110.74,137.33,28.35,3.13,52.15,68.58,7.35,19.84,8.17,220,Very Unhealthy,9.8,70.2,0.495,4.21,101.86,386.2
Sindh,Badin,2021-02-01,65.76,264.98,37.03,60.85,98.87,17.6,1.57,49.31,46.11,7.41,5.29,3.25,156,Unhealthy,2.8,84.7,0.465,4.51,104.59,385.0
Sindh,Badin,2021-03-01,76.76,164.58,34.61,57.73,47.41,15.45,1.26,34.41,43.09,7.62,10.4,2.05,162,Unhealthy,8.4,58.6,0.392,1.61,105.15,385.9
Sindh,Badin,2021-04-01,50.05,96.53,39.87,26.49,74.36,21.58,0.93,34.15,54.14,2.26,16.37,2.5,137,Unhealthy for Sensitive Groups,14.3,51.2,0.409,4.37,103.94,386.0
Sindh,Badin,2021-05-01,88.42,175.79,36.82,35.03,61.85,15.96,3.46,37.64,79.75,3.28,6.55,2.98,168,Unhealthy,12.7,59.8,0.53,3.66,106.02,383.4
Sindh,Badin,2021-06-01,90.87,184.37,18.67,47.2,82.55,12.14,2.25,19.27,51.12,2.01,12.78,1.05,169,Unhealthy,13.6,61.4,0.41,3.27,102.28,387.3
Sindh,Badin,2021-07-01,106.23,112.02,28.59,44.07,69.31,28.85,1.54,19.74,34.87,7.04,16.09,0.62,177,Unhealthy,5.2,80.0,0.441,3.39,102.69,386.3
Sindh,Badin,2021-08-01,80.59,83.62,15.59,48.78,25.42,16.64,1.36,17.25,46.39,3.7,5.41,3.68,164,Unhealthy,15.5,90.5,0.443,3.85,103.39,389.6
Sindh,Badin,2021-09-01,105.73,157.99,19.63,60.72,68.2,19.8,1.11,14.11,46.04,2.64,16.64,2.16,177,Unhealthy,5.0,68.5,0.475,3.98,103.65,388.0
Sindh,Badin,2021-10-01,63.45,116.51,22.7,49.83,34.88,15.08,1.69,12.53,75.3,5.18,19.34,6.18,155,Unhealthy,7.6,59.4,0.39,3.6,103.42,385.0
Sindh,Badin,2021-11-01,181.36,145.5,65.04,89.65,56.02,47.96,2.13,33.93,78.48,5.89,13.57,8.36,232,Very Unhealthy,5.7,70.6,0.411,5.12,102.11,386.0
Sindh,Badin,2021-12-01,124.01,178.3,64.42,75.06,71.81,47.04,3.89,51.73,126.93,5.82,7.61,1.84,186,Unhealthy,1.8,81.9,0.493,5.33,103.63,385.1
Sindh,Badin,2022-01-01,76.78,196.83,47.15,100.04,73.48,15.98,2.49,32.49,71.73,9.03,29.5,2.81,162,Unhealthy,1.0,69.0,0.407,4.21,105.69,392.5
Sindh,Badin,2022-02-01,124.46,153.33,55.18,49.42,90.37,43.55,2.8,14.59,51.82,2.18,26.19,4.76,187,Unhealthy,3.8,79.4,0.443,2.2,105.55,390.1
Sindh,Badin,2022-03-01,107.74,206.89,50.69,66.81,41.04,31.43,3.65,21.05,49.93,7.78,9.11,1.7,178,Unhealthy,7.2,62.3,0.348,3.41,103.41,393.1
Sindh,Badin,2022-04-01,102.76,117.0,42.03,37.73,45.58,28.19,2.93,24.31,61.1,3.49,5.13,3.36,175,Unhealthy,11.0,58.9,0.437,4.77,107.94,394.5
Sindh,Badin,2022-05-01,92.01,82.78,28.44,69.17,64.72,22.75,2.94,31.32,42.99,3.75,17.81,2.64,170,Unhealthy,6.2,48.5,0.456,4.98,102.24,391.3
Sindh,Badin,2022-06-01,78.52,136.89,42.87,52.22,29.31,16.24,2.79,13.96,35.88,6.29,8.22,0.88,163,Unhealthy,6.1,56.0,0.395,3.41,100.91,392.3
Sindh,Badin,2022-07-01,94.47,171.55,31.17,40.68,47.84,26.93,2.49,26.51,47.26,1.59,9.59,2.4,171,Unhealthy,12.2,89.1,0.393,4.65,105.34,391.7
Sindh,Badin,2022-08-01,37.33,69.33,15.25,35.46,34.56,17.77,2.4,25.9,31.44,5.37,10.26,1.86,105,Unhealthy for Sensitive Groups,16.3,76.9,0.436,3.83,105.74,394.9
Sindh,Badin,2022-09-01,72.53,119.09,43.22,45.24,51.94,9.7,2.98,31.94,49.43,3.06,5.31,3.52,160,Unhealthy,4.1,66.9,0.378,2.43,104.33,392.8
Sindh,Badin,2022-10-01,140.9,172.76,20.12,78.67,89.48,35.06,4.47,14.24,53.14,3.66,17.2,5.05,195,Unhealthy,5.7,71.4,0.442,3.96,108.84,389.9
Sindh,Badin,2022-11-01,85.92,148.73,33.35,91.37,65.5,42.23,4.87,38.28,116.83,3.5,17.13,9.15,167,Unhealthy,3.9,88.4,0.438,4.16,107.23,394.0
Sindh,Badin,2022-12-01,108.09,273.81,45.5,91.65,64.8,33.96,5.24,43.7,134.28,10.72,18.14,6.57,178,Unhealthy,3.7,68.1,0.408,5.12,104.14,392.0
Sindh,Badin,2023-01-01,128.13,172.56,23.97,55.24,110.18,39.24,5.31,45.53,59.66,11.24,14.94,8.65,189,Unhealthy,4.5,68.2,0.457,3.01,106.85,400.7
Sindh,Badin,2023-02-01,153.06,292.49,67.16,62.35,96.09,33.55,2.41,22.49,78.93,10.0,5.01,2.1,204,Very Unhealthy,8.6,85.3,0.479,4.08,105.77,399.4
Sindh,Badin,2023-03-01,47.46,115.0,45.58,55.78,64.66,27.04,2.05,10.17,67.62,6.64,19.37,0.86,130,Unhealthy for Sensitive Groups,12.1,58.1,0.433,4.75,108.73,402.6
Sindh,Badin,2023-04-01,93.57,147.51,19.85,52.98,36.69,26.37,2.74,21.54,57.08,1.58,7.05,2.63,171,Unhealthy,13.9,51.2,0.353,3.73,107.28,398.8
