Federal_District,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Southern,Taganrog,2018-07-01,9.36,20.29,9.57,15.65,21.1,1.1,0.14,2.5,33.17,0.4,1.94,,39.0,Good,11.6,63.8,0.051,-0.45,71.65,34.9
Southern,Taganrog,2018-08-01,17.24,23.99,10.43,18.79,14.5,3.47,0.59,3.01,27.67,0.78,2.42,0.38,62.0,Moderate,7.0,72.8,0.026,1.84,69.39,34.8
Southern,Taganrog,2018-09-01,,18.84,3.42,17.63,20.79,5.21,0.31,9.41,71.57,0.07,3.57,0.38,,,3.3,74.9,0.051,0.45,71.16,34.9
Southern,Taganrog,2018-10-01,19.53,34.26,7.85,11.29,29.45,4.08,0.93,9.25,70.41,0.52,2.21,0.24,67.0,Moderate,10.1,80.4,0.0,0.7,72.38,34.8
Southern,Taganrog,2018-11-01,19.32,25.41,12.61,32.03,19.29,9.19,0.99,5.45,82.68,1.27,4.27,0.33,66.0,Moderate,11.9,93.5,0.054,1.43,73.83,34.9
Southern,Taganrog,2018-12-01,14.25,26.43,15.57,31.72,17.9,5.33,1.24,11.8,123.04,2.15,,1.25,56.0,Moderate,11.3,86.4,0.0,2.78,70.7,34.8
Southern,Taganrog,2019-01-01,25.54,46.51,23.49,21.56,25.99,10.07,1.4,6.19,83.77,1.69,6.19,1.21,79.0,Moderate,4.1,86.7,0.0,2.58,70.73,34.8
Southern,Taganrog,2019-02-01,18.31,51.01,14.11,28.2,14.84,8.54,1.15,3.61,93.93,1.22,1.41,,64.0,Moderate,8.4,83.1,0.145,0.07,71.44,34.9
Southern,Taganrog,2019-03-01,21.15,40.15,11.85,13.46,13.59,7.39,0.52,5.99,85.34,1.14,4.68,0.13,70.0,Moderate,10.8,78.3,0.063,3.67,71.2,34.8
Southern,Taganrog,2019-04-01,9.06,36.17,10.93,15.38,15.68,2.53,0.69,6.67,,0.39,3.38,0.06,38.0,Good,18.4,58.0,0.045,4.48,70.71,34.8
Southern,Taganrog,2019-05-01,6.57,18.64,12.98,11.22,17.37,4.2,0.82,5.57,50.88,0.69,2.82,0.65,27.0,Good,4.9,55.7,0.146,4.88,69.42,34.8
Southern,Taganrog,2019-06-01,9.91,23.78,11.29,19.35,24.19,4.86,0.67,6.11,45.52,0.07,2.23,0.51,41.0,Good,9.3,61.7,0.228,-0.21,69.48,34.9
Southern,Taganrog,2019-07-01,15.25,34.5,6.05,13.39,12.04,1.22,0.51,,28.97,0.76,0.72,0.28,58.0,Moderate,13.3,73.6,0.096,0.19,69.48,34.8
Southern,Taganrog,2019-08-01,10.17,20.58,2.4,10.72,22.71,1.34,0.71,11.52,59.0,0.79,1.21,0.56,42.0,Good,5.6,73.7,0.028,-2.68,69.36,34.8
Southern,Taganrog,2019-09-01,18.14,29.4,10.8,14.0,25.93,2.68,,1.0,73.78,0.37,2.48,0.19,64.0,Moderate,12.1,68.5,0.0,1.3,70.96,35.0
Southern,Taganrog,2019-10-01,13.62,24.08,5.14,15.1,16.81,6.37,1.1,7.74,50.54,1.07,4.74,0.56,54.0,Moderate,11.1,88.2,0.212,1.02,71.73,34.8
Southern,Taganrog,2019-11-01,21.09,17.11,15.31,19.68,28.82,2.99,0.78,4.16,66.96,1.19,3.49,0.52,70.0,Moderate,14.1,93.5,0.127,4.33,75.19,34.8
Southern,Taganrog,2019-12-01,14.46,59.62,20.35,25.85,25.4,11.86,0.89,10.49,98.88,2.12,3.83,0.24,56.0,Moderate,9.9,86.0,0.062,3.95,71.95,34.8
Southern,Taganrog,2020-01-01,16.39,29.35,15.48,,31.85,6.01,1.21,4.62,92.54,1.31,1.5,0.16,60.0,Moderate,5.7,77.1,0.0,1.09,71.47,34.7
Southern,Taganrog,2020-02-01,17.17,41.96,15.77,34.81,33.81,10.62,1.07,7.9,83.02,1.59,2.32,0.76,62.0,Moderate,12.0,73.2,0.144,2.44,72.53,34.8
Southern,Taganrog,2020-03-01,18.15,33.95,11.43,21.06,34.13,6.84,0.77,10.03,70.04,1.44,3.37,0.92,64.0,Moderate,6.1,69.4,0.0,4.29,72.3,34.7
Southern,Taganrog,2020-04-01,10.58,,,7.25,11.06,3.68,0.13,2.42,32.3,0.48,1.36,0.43,44.0,Good,12.9,62.0,0.0,1.43,72.21,34.9
Southern,Taganrog,2020-05-01,9.89,17.77,1.18,12.15,14.02,2.05,0.43,5.39,29.74,0.43,2.79,0.17,41.0,Good,13.6,54.8,0.0,3.11,72.76,34.8
Southern,Taganrog,2020-06-01,12.46,14.67,3.68,14.9,22.78,1.99,0.44,4.6,51.44,0.26,1.92,0.21,52.0,Moderate,10.2,59.9,0.0,3.83,72.94,34.9
Southern,Taganrog,2020-07-01,5.48,,6.76,19.42,19.03,4.57,0.31,1.44,,0.47,3.03,0.75,23.0,Good,5.3,65.3,0.126,4.67,69.57,34.8
Southern,Taganrog,2020-08-01,16.51,23.14,4.11,18.6,9.79,2.95,0.71,5.65,51.2,0.49,0.36,0.01,60.0,Moderate,9.5,69.7,0.054,2.0,73.11,34.9
Southern,Taganrog,2020-09-01,14.67,27.97,8.95,15.49,12.79,7.76,0.79,3.41,49.56,1.11,1.71,,56.0,Moderate,11.0,70.7,0.0,2.52,70.98,34.8
Southern,Taganrog,2020-10-01,,29.74,4.53,13.08,7.62,3.91,,2.85,36.33,1.02,3.16,0.73,,,12.2,79.3,0.092,2.85,73.17,34.7
Southern,Taganrog,2020-11-01,26.57,34.69,9.0,12.7,30.45,4.8,,8.46,85.81,1.68,2.55,0.98,81.0,Moderate,16.9,81.3,0.062,1.86,72.42,34.9
Southern,Taganrog,2020-12-01,18.98,25.0,11.38,23.74,28.96,8.28,,7.2,83.25,0.24,6.1,0.39,65.0,Moderate,7.5,86.4,0.154,2.6,71.02,34.8
Southern,Taganrog,2021-01-01,31.41,30.0,21.44,25.74,35.89,9.75,0.93,14.43,115.46,1.67,1.54,0.32,92.0,Moderate,10.6,80.5,0.023,0.59,72.82,34.7
Southern,Taganrog,2021-02-01,18.68,65.96,14.68,16.6,26.0,5.13,1.47,9.32,60.92,0.8,4.23,0.53,65.0,Moderate,8.8,77.9,0.047,-0.32,72.45,34.6
Southern,Taganrog,2021-03-01,18.16,20.37,10.48,15.58,11.3,5.51,0.84,6.57,48.97,0.43,2.0,0.53,64.0,Moderate,6.1,71.6,0.0,0.49,68.88,34.9
Southern,Taganrog,2021-04-01,14.95,21.16,9.71,12.81,20.53,4.25,0.79,,58.09,0.72,2.51,0.39,57.0,Moderate,15.0,59.1,0.131,0.53,71.51,34.8
Southern,Taganrog,2021-05-01,14.79,32.51,8.31,14.4,10.17,1.71,0.41,9.79,33.26,0.61,1.1,0.8,57.0,Moderate,5.3,68.4,0.131,0.1,72.5,34.9
Southern,Taganrog,2021-06-01,13.66,12.98,9.15,9.29,22.27,0.5,0.26,3.0,36.89,0.45,0.53,0.4,54.0,Moderate,9.6,55.6,0.0,0.41,72.92,34.7
Southern,Taganrog,2021-07-01,14.01,23.33,4.59,6.74,9.62,5.02,0.3,7.86,43.11,0.35,2.54,0.47,55.0,Moderate,10.7,73.8,0.0,2.96,72.2,34.9
Southern,Taganrog,2021-08-01,16.83,20.14,4.84,24.1,13.16,3.45,0.7,5.69,43.99,1.18,1.43,0.16,61.0,Moderate,6.4,71.8,0.008,0.72,74.2,34.7
Southern,Taganrog,2021-09-01,14.92,12.38,2.63,14.89,21.46,4.14,0.4,3.34,51.68,1.05,2.19,0.61,57.0,Moderate,8.7,76.4,0.042,0.38,72.02,34.8
Southern,Taganrog,2021-10-01,15.5,22.46,8.16,20.17,5.94,3.52,1.0,3.34,64.35,1.5,3.15,0.3,58.0,Moderate,14.5,83.8,0.08,0.5,75.53,34.8
Southern,Taganrog,2021-11-01,14.2,37.79,7.46,16.47,25.75,3.55,0.96,10.99,66.88,0.76,4.65,,55.0,Moderate,5.8,97.0,0.0,3.21,72.02,34.8
Southern,Taganrog,2021-12-01,27.36,35.26,12.32,21.97,32.96,3.93,0.51,9.13,66.42,0.39,4.03,0.3,83.0,Moderate,14.3,87.5,0.221,2.92,71.03,34.6
Southern,Taganrog,2022-01-01,20.49,29.02,21.8,19.33,24.76,7.87,0.89,9.21,133.18,1.31,3.95,0.5,69.0,Moderate,3.5,87.2,0.064,1.76,72.74,34.6
Southern,Taganrog,2022-02-01,21.85,32.01,14.35,15.51,30.73,10.2,1.09,8.56,65.57,,2.49,0.77,71.0,Moderate,4.7,75.3,0.099,0.25,74.68,34.8
Southern,Taganrog,2022-03-01,8.48,17.48,7.7,24.03,31.75,5.16,0.81,5.79,48.48,1.1,3.83,0.35,35.0,Good,10.4,79.9,0.116,1.43,73.21,34.7
Southern,Taganrog,2022-04-01,17.02,7.45,10.18,10.83,20.03,0.68,0.32,8.93,35.75,0.56,,0.35,61.0,Moderate,8.4,66.4,0.0,1.88,74.67,34.7
Southern,Taganrog,2022-05-01,14.89,,9.39,10.86,14.76,,0.27,2.94,47.3,,1.99,0.36,57.0,Moderate,10.2,66.4,0.0,-0.22,72.52,34.7
Southern,Taganrog,2022-06-01,11.81,28.24,14.28,10.46,17.76,6.88,0.3,3.87,47.81,0.55,0.05,0.29,49.0,Good,5.2,70.0,0.123,3.14,74.28,34.7
Southern,Taganrog,2022-07-01,10.75,13.16,,12.28,12.81,6.59,0.51,7.57,37.01,0.95,1.56,0.26,45.0,Good,4.4,67.9,0.0,2.14,70.87,34.8
Southern,Taganrog,2022-08-01,13.54,28.06,6.56,12.88,19.51,0.5,0.78,8.25,43.46,,1.05,0.77,54.0,Moderate,10.3,77.0,0.207,2.7,74.35,34.7
Southern,Taganrog,2022-09-01,7.11,,7.55,13.22,,1.73,0.72,8.44,69.45,0.25,0.96,0.36,30.0,Good,10.2,73.9,0.204,1.39,71.66,34.8
Southern,Taganrog,2022-10-01,18.5,41.48,8.29,25.69,20.01,1.56,0.76,7.0,43.96,1.38,3.02,0.41,64.0,Moderate,6.5,76.3,0.032,-0.12,75.15,34.7
Southern,Taganrog,2022-11-01,24.17,26.8,10.04,18.42,34.9,6.08,0.89,3.92,90.61,1.52,4.98,0.75,76.0,Moderate,18.1,93.7,0.194,0.7,70.73,34.8
Southern,Taganrog,2022-12-01,25.64,41.97,16.04,21.64,33.97,7.58,1.39,15.79,70.83,1.03,4.56,0.4,79.0,Moderate,7.7,93.6,0.105,-0.34,73.02,34.7
Southern,Taganrog,2023-01-01,17.68,34.54,,35.24,34.95,6.29,0.66,12.73,94.21,1.32,2.67,1.03,63.0,Moderate,9.6,81.8,0.025,2.23,74.05,34.7
Southern,Taganrog,2023-02-01,22.1,31.64,16.57,19.2,18.25,9.34,0.75,6.37,63.23,0.46,1.63,0.2,72.0,Moderate,5.6,78.3,0.098,0.97,74.49,34.7
Southern,Taganrog,2023-03-01,6.29,26.35,8.27,18.52,8.66,7.43,0.26,4.57,42.59,0.46,1.09,0.65,26.0,Good,17.0,66.5,0.136,0.97,72.5,34.6
Southern,Taganrog,2023-04-01,10.46,31.55,10.13,18.18,23.13,1.13,0.62,5.36,59.72,1.44,0.69,0.22,44.0,Good,14.5,63.6,0.014,-0.18,73.09,34.7
Southern,Taganrog,2023-05-01,19.0,24.69,10.39,20.29,15.59,5.83,0.7,8.0,45.94,0.98,3.08,0.69,66.0,Moderate,12.2,65.5,0.085,1.12,74.39,34.6
Southern,Taganrog,2023-06-01,9.95,9.49,6.46,16.67,9.32,4.72,0.63,7.13,47.37,0.52,1.82,0.54,41.0,Good,6.0,59.3,0.0,1.45,72.25,34.6
Southern,Taganrog,2023-07-01,6.39,5.33,3.47,14.05,16.01,3.29,0.26,6.18,40.64,1.17,0.89,0.73,27.0,Good,9.5,68.5,0.019,3.71,74.2,34.6
Southern,Taganrog,2023-08-01,10.13,21.98,3.36,8.6,9.88,6.21,0.6,1.0,31.36,0.9,1.64,0.53,42.0,Good,11.1,63.4,0.0,1.46,71.41,34.7
Southern,Taganrog,2023-09-01,16.92,21.95,9.66,12.8,17.68,3.58,0.68,7.78,25.78,0.74,3.95,0.66,61.0,Moderate,11.0,69.6,0.0,-1.21,74.46,34.6
Southern,Taganrog,2023-10-01,18.66,29.66,13.89,20.97,13.46,7.47,0.74,5.01,73.53,0.53,1.7,0.97,65.0,Moderate,15.5,79.0,0.0,1.71,72.21,34.8
Southern,Taganrog,2023-11-01,29.87,44.0,12.5,17.96,24.7,4.08,0.91,8.93,68.95,0.63,4.86,0.3,88.0,Moderate,6.9,94.9,0.0,0.63,74.59,34.6
Southern,Taganrog,2023-12-01,26.98,33.14,,27.17,24.21,10.88,0.45,8.43,,,4.4,0.59,82.0,Moderate,11.0,79.7,0.039,3.31,73.23,34.7
Southern,Taganrog,2024-01-01,13.24,37.35,13.67,37.39,17.93,5.29,0.31,11.06,101.3,1.24,5.47,1.48,53.0,Moderate,5.0,86.4,0.043,1.77,72.24,34.8
Southern,Taganrog,2024-02-01,19.2,36.72,11.64,26.38,31.93,4.99,0.78,9.34,76.54,0.56,,0.13,66.0,Moderate,9.9,81.8,0.023,1.75,72.71,34.7
Southern,Taganrog,2024-03-01,21.99,32.2,7.78,22.12,30.95,7.9,0.36,3.56,38.46,0.71,,0.91,72.0,Moderate,15.1,70.0,0.008,2.84,74.66,34.6
Southern,Taganrog,2024-04-01,14.43,14.56,7.39,17.3,12.67,5.79,0.8,6.9,53.28,0.43,0.94,0.81,56.0,Moderate,6.6,67.2,0.0,0.31,71.68,34.5
Southern,Taganrog,2024-05-01,11.49,22.34,6.81,10.31,12.37,4.08,0.68,5.64,24.4,0.82,2.35,,48.0,Good,14.4,52.0,0.162,-1.42,72.16,34.6
Southern,Taganrog,2024-06-01,2.0,24.04,12.32,15.28,15.48,3.43,0.37,3.76,61.69,0.57,1.56,0.19,8.0,Good,12.0,65.6,0.102,2.91,73.53,34.6
Southern,Taganrog,2024-07-01,8.45,30.27,5.01,8.74,19.19,3.6,0.61,5.91,29.89,0.82,1.05,0.72,35.0,Good,9.9,77.6,0.059,5.47,71.63,34.7
Southern,Taganrog,2024-08-01,12.57,31.77,6.69,10.43,16.75,4.3,0.63,,43.9,0.48,2.32,0.01,52.0,Moderate,12.2,78.7,0.171,4.3,73.08,34.7
Southern,Taganrog,2024-09-01,14.56,33.51,12.0,,18.83,5.44,0.49,6.57,59.5,0.74,3.11,0.01,56.0,Moderate,10.7,82.1,0.167,2.9,77.32,34.7
Southern,Taganrog,2024-10-01,19.03,39.88,15.44,27.78,26.42,3.44,0.81,9.5,88.04,0.76,2.95,0.9,66.0,Moderate,15.3,86.4,0.0,2.19,75.17,34.7
Southern,Taganrog,2024-11-01,,45.11,10.43,23.43,38.33,3.52,0.9,,91.04,1.02,3.65,0.25,,,11.4,88.2,0.165,4.09,72.4,34.6
Southern,Taganrog,2024-12-01,29.51,57.8,9.28,14.97,25.66,6.87,0.55,13.87,126.14,2.2,1.51,1.41,88.0,Moderate,11.3,89.8,0.031,2.11,74.79,34.6
Southern,Taganrog,2025-01-01,31.22,43.72,7.41,18.26,40.53,4.72,0.58,4.54,86.81,0.36,5.03,0.56,91.0,Moderate,8.7,87.1,0.057,-0.47,74.07,34.7
Southern,Taganrog,2025-02-01,13.71,24.23,14.5,20.39,38.19,,0.91,11.12,94.77,0.89,4.04,0.53,54.0,Moderate,7.5,86.8,0.0,0.97,74.0,34.7
Southern,Taganrog,2025-03-01,18.61,23.53,11.52,9.81,12.41,5.75,0.85,5.42,81.93,0.82,1.71,0.35,65.0,Moderate,10.4,65.3,0.008,3.08,72.23,34.7
Southern,Taganrog,2025-04-01,10.33,22.36,7.35,13.53,17.75,4.47,0.63,8.86,,0.95,1.45,0.18,43.0,Good,12.7,61.9,0.0,2.08,74.19,34.5
Southern,Taganrog,2025-05-01,18.09,18.05,6.01,16.28,22.53,5.03,0.57,10.66,48.82,0.79,3.3,0.63,64.0,Moderate,12.3,61.1,0.0,0.38,75.01,34.8
Southern,Taganrog,2025-06-01,15.82,,10.98,7.9,14.39,1.19,0.55,1.0,45.51,0.79,1.14,0.52,59.0,Moderate,11.3,63.9,0.0,1.3,75.03,34.6
Southern,Taganrog,2025-07-01,9.96,23.88,4.42,17.92,11.48,3.32,0.19,,50.38,1.0,2.16,0.7,41.0,Good,4.8,67.8,0.034,0.24,71.39,34.6
Southern,Taganrog,2025-08-01,15.02,30.36,3.65,12.74,6.24,4.4,0.5,6.13,56.11,0.62,1.92,0.31,57.0,Moderate,10.8,68.5,0.048,-0.57,76.3,34.7
Southern,Taganrog,2025-09-01,17.79,17.01,4.82,12.37,9.64,5.28,0.74,2.97,30.03,0.45,3.29,0.58,63.0,Moderate,11.8,72.3,0.146,4.89,74.84,34.7
Southern,Taganrog,2025-10-01,21.21,21.93,8.64,21.72,17.44,2.09,0.87,10.83,36.19,1.0,1.77,0.26,70.0,Moderate,6.2,91.0,0.058,6.05,73.36,34.7
Southern,Taganrog,2025-11-01,25.41,27.56,8.05,,23.8,5.2,0.8,8.3,72.59,1.53,1.19,0.59,79.0,Moderate,11.5,90.5,0.052,1.59,75.02,34.7
Southern,Taganrog,2025-12-01,25.09,54.15,12.93,22.51,37.33,7.68,1.07,5.0,109.24,0.65,2.84,0.77,78.0,Moderate,13.8,88.6,0.0,2.33,72.41,34.6
Southern,Volgograd,2014-01-01,17.35,62.66,23.99,33.42,50.04,8.95,1.3,7.52,104.51,1.68,2.3,0.78,62.0,Moderate,8.6,86.1,0.024,1.33,71.63,34.9
Southern,Volgograd,2014-02-01,31.33,46.43,19.65,25.99,32.87,,1.29,15.44,109.92,1.9,1.72,0.66,91.0,Moderate,8.0,78.0,0.126,1.84,70.07,35.1
Southern,Volgograd,2014-03-01,17.85,,6.53,25.21,25.48,3.43,0.93,10.97,73.18,1.83,3.79,0.87,63.0,Moderate,7.3,65.7,0.068,0.91,71.0,35.0
Southern,Volgograd,2014-04-01,16.44,25.35,7.1,6.1,21.88,5.16,0.74,4.28,32.66,0.59,1.41,0.84,60.0,Moderate,11.4,69.9,0.037,1.92,72.76,35.1
Southern,Volgograd,2014-05-01,7.59,14.38,13.56,17.12,7.54,3.67,0.7,3.78,54.23,1.16,,0.25,32.0,Good,7.7,56.5,0.03,2.67,69.29,35.0
Southern,Volgograd,2014-06-01,9.82,24.26,11.24,14.01,21.14,0.5,0.71,3.25,65.46,0.65,3.06,0.61,41.0,Good,3.8,69.1,0.104,1.95,67.87,35.1
Southern,Volgograd,2014-07-01,15.32,19.82,4.94,12.6,8.06,1.56,0.39,,52.33,0.49,1.75,0.13,58.0,Moderate,10.9,70.7,0.133,4.11,71.42,35.0
Southern,Volgograd,2014-08-01,13.37,22.37,6.03,20.35,12.84,2.49,0.4,4.44,47.86,0.59,2.28,0.24,54.0,Moderate,7.1,79.1,0.271,1.71,69.32,35.0
Southern,Volgograd,2014-09-01,13.07,29.64,17.01,22.94,30.76,6.09,0.46,3.88,65.01,1.38,2.59,0.63,53.0,Moderate,8.5,81.1,0.006,2.67,68.7,34.9
Southern,Volgograd,2014-10-01,18.06,15.61,16.6,18.8,31.85,8.06,0.8,,43.52,0.69,0.39,,64.0,Moderate,13.3,89.3,0.11,0.97,68.21,35.1
Southern,Volgograd,2014-11-01,,40.27,10.6,20.12,17.2,7.88,1.12,13.8,73.29,0.16,3.88,0.48,,,16.6,95.6,0.169,2.12,69.99,34.9
Southern,Volgograd,2014-12-01,22.68,42.37,22.51,29.05,23.99,2.88,0.59,5.7,111.25,2.09,4.98,0.68,73.0,Moderate,11.8,83.9,0.012,5.5,70.67,35.0
Southern,Volgograd,2015-01-01,14.43,29.08,9.26,14.67,36.86,9.91,0.97,8.21,65.27,1.5,3.74,1.33,56.0,Moderate,6.5,77.5,0.0,-1.93,69.35,34.9
Southern,Volgograd,2015-02-01,21.33,38.17,19.92,23.42,44.93,9.06,1.12,6.76,77.49,0.75,2.25,0.74,70.0,Moderate,7.5,88.5,0.0,-0.03,70.55,35.0
Southern,Volgograd,2015-03-01,8.82,20.21,10.55,22.92,22.74,8.5,1.04,5.01,62.83,0.82,3.22,0.35,37.0,Good,8.2,67.3,0.0,0.76,71.73,34.9
Southern,Volgograd,2015-04-01,15.48,16.43,11.94,16.4,21.35,3.81,0.58,1.38,50.5,0.98,0.74,0.11,58.0,Moderate,18.3,61.1,0.168,2.21,71.07,34.9
Southern,Volgograd,2015-05-01,18.15,17.23,10.62,18.5,16.09,5.83,0.31,1.0,36.03,0.22,,0.85,64.0,Moderate,14.5,66.0,0.0,4.36,71.64,34.9
Southern,Volgograd,2015-06-01,6.41,31.27,,6.34,21.66,6.74,,1.0,30.2,0.51,2.16,0.56,27.0,Good,2.2,57.6,0.147,4.18,67.92,34.9
Southern,Volgograd,2015-07-01,15.43,30.31,7.03,15.71,21.43,3.42,0.56,7.17,42.64,0.55,2.42,0.79,58.0,Moderate,5.1,67.3,0.038,2.35,69.59,34.9
Southern,Volgograd,2015-08-01,15.18,15.97,4.78,19.05,18.43,3.24,0.27,3.89,52.43,1.04,2.14,0.28,57.0,Moderate,9.2,65.6,0.0,2.48,70.66,35.0
Southern,Volgograd,2015-09-01,12.11,9.08,11.02,23.58,12.63,6.25,0.37,6.91,53.34,0.4,3.63,0.21,51.0,Moderate,6.8,77.4,0.006,2.25,70.55,35.0
Southern,Volgograd,2015-10-01,7.1,30.9,8.39,20.95,9.14,5.8,0.64,4.88,77.07,1.54,1.56,0.46,30.0,Good,9.5,81.5,0.0,1.08,70.55,34.9
Southern,Volgograd,2015-11-01,25.46,33.7,12.21,,26.74,8.4,0.37,10.38,69.2,1.86,4.16,0.73,79.0,Moderate,8.7,89.4,0.0,3.21,69.16,35.0
Southern,Volgograd,2015-12-01,19.06,64.62,23.8,15.54,29.74,10.15,1.25,10.97,100.06,0.6,4.38,1.33,66.0,Moderate,8.9,91.9,0.0,-1.25,69.72,34.9
Southern,Volgograd,2016-01-01,13.92,32.58,18.82,22.85,37.47,5.85,1.4,5.91,87.04,1.4,3.37,1.32,55.0,Moderate,6.1,83.1,0.0,3.02,69.5,35.0
Southern,Volgograd,2016-02-01,19.77,36.8,22.85,16.4,,9.23,1.08,6.79,74.68,1.68,4.56,0.88,67.0,Moderate,6.9,79.2,0.0,0.91,70.87,35.0
Southern,Volgograd,2016-03-01,14.17,32.38,,11.16,22.36,7.98,0.93,4.76,81.47,1.53,2.97,0.16,55.0,Moderate,13.7,73.9,0.003,-0.88,73.11,35.1
Southern,Volgograd,2016-04-01,20.03,21.12,5.88,19.41,24.32,,0.49,5.66,61.09,0.24,3.19,0.85,68.0,Moderate,13.5,65.2,0.094,1.52,70.57,35.0
Southern,Volgograd,2016-05-01,7.55,14.16,9.03,12.86,8.25,3.44,0.39,1.48,32.05,0.55,1.88,0.46,31.0,Good,15.9,60.0,0.025,2.65,72.84,35.0
Southern,Volgograd,2016-06-01,8.39,17.6,6.92,11.71,19.23,4.69,0.44,9.36,67.96,0.9,1.14,0.32,35.0,Good,6.8,59.9,0.206,0.47,73.3,34.9
Southern,Volgograd,2016-07-01,4.78,27.37,3.36,14.67,12.81,1.45,0.27,8.34,57.2,0.77,1.66,0.54,20.0,Good,9.9,80.4,0.0,2.32,72.85,35.0
Southern,Volgograd,2016-08-01,18.72,30.96,6.46,15.61,17.94,6.2,0.19,2.11,44.67,0.7,2.12,0.19,65.0,Moderate,13.3,71.8,0.0,1.73,71.89,34.9
Southern,Volgograd,2016-09-01,14.64,15.59,10.76,10.21,5.56,3.58,0.78,9.4,46.43,0.3,2.52,0.49,56.0,Moderate,9.2,74.1,0.0,3.92,72.15,35.1
Southern,Volgograd,2016-10-01,19.16,27.66,11.14,18.47,11.62,8.67,0.69,8.53,47.6,0.86,1.29,0.49,66.0,Moderate,5.7,77.6,0.0,2.12,71.54,34.9
Southern,Volgograd,2016-11-01,,39.38,12.45,28.17,,9.61,0.41,3.0,71.87,0.36,2.05,0.12,,,13.4,82.3,0.0,2.81,70.89,35.0
Southern,Volgograd,2016-12-01,26.11,30.45,11.95,22.88,34.97,3.94,0.92,15.78,97.03,0.94,2.18,0.4,80.0,Moderate,5.7,92.7,0.054,3.42,71.59,34.9
Southern,Volgograd,2017-01-01,37.63,67.04,11.5,31.48,17.73,11.37,1.27,11.94,63.05,0.5,4.59,1.02,106.0,Unhealthy for Sensitive Groups,8.7,84.1,0.146,2.27,72.19,34.9
Southern,Volgograd,2017-02-01,11.12,25.45,15.86,26.39,32.06,5.65,1.14,10.6,67.3,1.1,1.48,0.44,46.0,Good,9.5,82.4,0.094,2.24,72.1,34.9
Southern,Volgograd,2017-03-01,20.47,44.21,12.53,26.66,27.87,8.61,0.95,6.34,43.84,1.13,0.69,0.75,69.0,Moderate,7.2,71.3,0.0,-0.4,74.67,34.9
Southern,Volgograd,2017-04-01,7.28,21.78,11.5,13.84,27.47,5.34,0.49,2.76,75.69,0.53,0.99,0.9,30.0,Good,11.9,59.3,0.172,0.94,69.18,35.0
Southern,Volgograd,2017-05-01,14.87,18.5,3.48,15.29,23.58,2.38,0.49,9.67,31.64,1.02,2.92,,57.0,Moderate,6.9,59.1,0.053,1.12,70.51,34.9
Southern,Volgograd,2017-06-01,7.22,12.87,7.15,15.83,6.66,3.32,0.41,,42.92,0.71,1.62,0.18,30.0,Good,11.9,73.0,0.0,2.85,72.33,34.8
Southern,Volgograd,2017-07-01,9.05,18.15,10.01,17.12,17.51,5.22,0.27,10.91,59.78,0.3,1.67,0.16,38.0,Good,5.0,77.8,0.1,0.84,70.29,34.8
Southern,Volgograd,2017-08-01,16.32,33.47,14.25,14.49,12.61,6.35,0.74,9.13,39.05,0.56,3.63,0.4,60.0,Moderate,5.9,69.5,0.021,2.39,74.45,34.9
Southern,Volgograd,2017-09-01,13.46,27.5,6.51,7.52,23.87,6.47,0.51,9.24,33.52,1.08,0.74,0.34,54.0,Moderate,10.4,72.1,0.129,1.74,73.16,34.8
Southern,Volgograd,2017-10-01,20.73,26.54,13.35,,17.66,3.46,0.58,7.8,71.1,1.64,2.34,0.64,69.0,Moderate,12.3,86.6,0.052,3.21,71.18,34.9
Southern,Volgograd,2017-11-01,19.89,32.68,17.34,30.71,16.04,9.88,0.71,11.75,71.49,0.11,5.19,0.97,67.0,Moderate,6.9,93.8,0.223,2.59,67.82,34.9
Southern,Volgograd,2017-12-01,10.54,29.9,14.72,22.87,38.36,3.04,1.15,2.49,68.4,0.56,2.69,0.89,44.0,Good,9.3,93.1,0.114,3.76,72.23,34.9
Southern,Volgograd,2018-01-01,16.04,44.35,11.44,18.15,23.21,4.07,1.18,12.48,50.82,1.57,1.19,0.94,59.0,Moderate,9.2,76.7,0.176,1.27,73.79,34.8
Southern,Volgograd,2018-02-01,25.88,45.53,8.88,22.11,28.33,10.82,1.2,4.85,58.71,1.77,5.07,1.31,80.0,Moderate,2.7,87.6,0.064,-1.43,72.83,34.8
Southern,Volgograd,2018-03-01,10.63,32.34,10.36,12.97,14.32,3.78,0.53,7.08,60.47,1.14,1.83,0.84,44.0,Good,15.2,78.1,0.0,0.23,71.98,34.8
Southern,Volgograd,2018-04-01,8.1,23.28,9.16,14.83,16.75,6.36,0.59,6.37,67.55,1.18,2.96,0.7,34.0,Good,16.2,64.6,0.143,3.49,71.83,34.9
Southern,Volgograd,2018-05-01,14.67,17.65,15.31,11.76,25.78,1.89,0.61,3.49,53.35,1.17,1.54,0.49,56.0,Moderate,15.0,51.9,0.0,2.44,70.55,34.9
